bpp,pcqm
0.110693,0.985152
0.160693,0.98759
0.197811,0.989291
0.310222,0.992041
0.390596,0.993316
0.489596,0.994539
0.599572,0.995803
0.758572,0.996853
0.904572,0.997355
1.040572,0.99763
