filedir,decdir,posQuantscale,num_points_raw,num_points,file_size,bpp,enc_time,enc_time_user,enc_time_wall,dec_time,dec_time_user,dec_time_wall,mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)",d3_psnr,d3_mse,rate
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R0_rec.ply,1.0,857966,857966,644024,0.75064,5.734,4.344,5.674,3.587,1.467,3.544,0.0,inf,0.0,inf,216.3295,0.0,R0
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R1_rec.ply,0.9375,857966,764678,590824,0.688633,5.391,4.195,5.339,3.353,1.088,3.305,0.287326,70.385,0.093321,75.2689,27.5323,2753.3206,R1
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R2_rec.ply,0.875,857966,674366,534912,0.623465,4.926,3.727,4.878,3.028,0.896,2.982,0.338034,69.6791,0.104548,74.7756,21.3205,5629.2097,R2
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R3_rec.ply,0.75,857966,509166,418120,0.487339,4.156,2.999,4.108,2.098,0.67,2.049,0.499431,67.984,0.145314,73.3456,15.2533,11319.0669,R3
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R4_rec.ply,0.5,857966,238492,188528,0.219738,2.841,1.79,2.788,0.977,0.335,0.929,1.4985,63.2122,0.450273,68.434,10.1926,20269.5669,R4
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R5_rec.ply,0.25,857966,62130,60064,0.070007,2.105,1.057,2.046,0.328,0.094,0.283,4.49488,58.4415,1.87446,62.24,8.1212,25728.3788,R5
./output/geometry/octree21/8ivfb/longdress_vox10_1300.ply,./output/geometry/octree21/8ivfb/longdress_vox10_1300_R6_rec.ply,0.125,857966,15688,19152,0.022323,1.872,0.793,1.819,0.173,0.037,0.121,16.5638,52.7771,8.58295,55.6324,7.7304,26912.5982,R6
