bpp,pcqm
0.099734588,0.9836696
0.119267617,0.9860649
0.139782576,0.9873318
0.159632357,0.9887248
0.179693305,0.9897275
0.238281833,0.9910399
0.315833235,0.99196506
0.417922346,0.99272361
0.499401471,0.99313607
0.604119621,0.99368801
0.709524067,0.99398591
