filedir,posQuantscale,num_points_raw,num_points,file_size,bpp,enc_time,enc_time_user,enc_time_wall,dec_time,dec_time_user,dec_time_wall,mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)"
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,1.0,796217,796217,480256,0.603172,3.946,3.22,3.908,2.333,0.747,2.295,0.0,inf,0.0,inf
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,0.9375,796217,702728,453656,0.569764,3.694,2.964,3.65,2.128,0.669,2.088,0.286754,70.3936,0.0907603,75.3898
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,0.875,796217,615190,413800,0.519708,3.418,2.702,3.379,1.913,0.595,1.868,0.337878,69.6811,0.104168,74.7914
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,0.75,796217,456174,328016,0.411968,2.987,2.266,2.949,1.429,0.436,1.391,0.500794,67.9721,0.143727,73.3933
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,0.5,796217,206712,147392,0.185115,2.058,1.355,2.016,0.661,0.199,0.619,1.50016,63.2074,0.445627,68.479
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,0.25,796217,52468,48136,0.060456,1.472,0.763,1.434,0.217,0.048,0.176,4.50715,58.4297,1.9037,62.1727
./output/gpcc21_lossy_owlii/basketball_player_vox11_00000200.ply,0.125,796217,13209,16480,0.020698,1.278,0.584,1.236,0.087,0.018,0.052,16.5562,52.7791,8.85903,55.4949
