bpp,pcqm
0.05954662,0.9838702
0.078908709,0.9863679
0.111513315,0.9880054
0.147654557,0.9888495
0.17745767,0.9894653
0.227487163,0.99017179
0.277606065,0.99089223
0.35089192,0.99138566
0.423889679,0.99179476
0.489814165,0.99215634
0.527952216,0.99244735
