filedir,decdir,posQuantscale,num_points_raw,num_points,file_size,bpp,enc_time,enc_time_user,enc_time_wall,dec_time,dec_time_user,dec_time_wall,mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)",d3_psnr,d3_mse,rate
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R0_rec.ply,1.0,805285,805285,573728,0.712453,6.044,4.283,5.986,3.039,1.106,2.99,0.0,inf,0.0,inf,216.3295,0.0,R0
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R1_rec.ply,0.9375,805285,716694,527512,0.655062,4.897,3.849,4.843,3.009,0.938,2.956,0.287163,70.3874,0.0915199,75.3536,27.3844,2800.6219,R1
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R2_rec.ply,0.875,805285,633145,479112,0.59496,4.606,3.549,4.55,2.828,0.887,2.779,0.335915,69.7064,0.102877,74.8455,21.461,5538.9245,R2
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R3_rec.ply,0.75,805285,476901,375080,0.465773,3.866,2.827,3.806,2.46,0.648,2.407,0.499678,67.9818,0.146186,73.3197,15.7259,10719.5375,R3
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R4_rec.ply,0.5,805285,222754,167504,0.208006,2.776,1.773,2.725,0.945,0.321,0.898,1.49928,63.2099,0.45143,68.4228,10.7413,19028.7567,R4
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R5_rec.ply,0.25,805285,58124,53152,0.066004,1.981,0.948,1.929,0.322,0.093,0.271,4.4971,58.4394,1.8875,62.2099,8.6426,24229.5296,R5
./output/geometry/octree21/8ivfb/loot_vox10_1200.ply,./output/geometry/octree21/8ivfb/loot_vox10_1200_R6_rec.ply,0.125,805285,14711,17216,0.021379,1.779,0.773,1.73,0.578,0.03,0.527,16.46,52.8044,8.59313,55.6272,8.2373,25386.9298,R6
