rate,FrameNum,num_points,Enc_positions bitstream size,Enc_positions processing time (user),Enc_colors bitstream size,Enc_colors processing time (user),Enc_Total frame size,Enc_Total bitstream size,Enc_Processing time (wall),Enc_Processing time (user),Dec_positions bitstream size,Dec_positions processing time (user),Dec_colors bitstream size,Dec_colors processing time (user),Dec_Total bitstream size,Dec_Processing time (wall),Dec_Processing time (user),bpp_geo,bpp_att,mseF      (p2point),"mseF,PSNR (p2point)",h.        (p2point),"h.,PSNR   (p2point)","  c[0],    F","  c[1],    F","  c[2],    F","  c[0],PSNRF","  c[1],PSNRF","  c[2],PSNRF",Y-PSNR,YUV-PSNR
1.0,50.5,792590.28,54893.14,43.98158,985.27,9.3683,55941.41,5594141.0,5764.560000000001,5413.8499999999985,54893.14,5.187740000000002,985.27,8.11182,5594141.0,1736.3299999999995,1348.5,0.5539105400000001,0.00992806,0.0,inf,0.0,inf,0.0015777530999999997,7.764332600000001e-05,7.192415700000001e-05,28.023922000000002,41.102765,41.43710099999999,28.023899999999998,31.335429999999995
2.0,50.5,792590.28,54893.14,44.021170000000005,1837.4,9.37591,56793.54,5679354.0,5778.040000000001,5419.020000000002,54893.14,5.220020000000001,1837.4,8.132330000000001,5679354.0,1742.6099999999997,1353.5499999999995,0.5539105400000001,0.018516469999999997,0.0,inf,0.0,inf,0.0009347993600000001,5.9848144e-05,5.0354275e-05,30.296413,42.234462,42.983102,30.296440000000004,33.3745
3.0,50.5,792590.28,54893.14,44.201130000000006,4276.64,9.40142,59232.78,5923278.0,5779.8499999999985,5439.319999999998,54893.14,5.19984,4276.64,8.11934,5923278.0,1720.7099999999991,1350.43,0.5539105400000001,0.04311515000000001,0.0,inf,0.0,inf,0.0004844263199999999,4.6056158999999996e-05,3.257019799999999e-05,33.150225,43.371967000000005,44.875131,33.150259999999996,35.89356
4.0,50.5,792590.28,54893.14,43.36957000000001,10346.07,9.281889999999999,65302.21,6530221.0,5521.229999999998,5343.0,54893.14,5.16394,10346.07,7.994969999999999,6530221.0,1664.19,1333.7999999999997,0.5539105400000001,0.10434827000000002,0.0,inf,0.0,inf,0.00023542259,3.5765904e-05,2.1074825000000002e-05,36.28342599999999,44.469842,46.76556800000001,36.283440000000006,38.617
5.0,50.5,792590.28,54893.14,43.76638,24161.7,9.334900000000001,79117.84,7911784.0,5692.920000000001,5389.060000000001,54893.14,5.218890000000001,24161.7,8.12667,7911784.0,1752.1199999999992,1353.41,0.5539105400000001,0.24378532999999997,0.0,inf,0.0,inf,0.00011121319,2.698498e-05,1.3617277999999999e-05,39.539632999999995,45.69256199999999,48.661387000000005,39.539609999999996,41.44895
6.0,50.5,792590.28,54893.14,43.36523999999999,53662.04,9.27488,108618.18,10861818.0,5526.829999999999,5343.06,54893.14,5.23485,53662.04,8.181989999999999,10861818.0,1763.72,1360.2800000000002,0.5539105400000001,0.5416033600000001,0.0,inf,0.0,inf,5.5096057999999994e-05,1.9565430000000003e-05,9.5074916e-06,42.58923300000001,47.086963999999995,50.22110999999999,42.58923000000001,44.10543
