bits_gpcc,bits_lossless,bits_lossy,bits,num_points,bpp_gpcc,bpp_lossless,bpp_lossy,bpp,enc_time,dec_time,mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)",resolution
660.72,321156.24,0.0,321816.96,700063.89,0.0010000000000000002,0.45855,0.0,0.45951000000000003,1.7827800000000003,1.6284900000000002,0.0,inf,0.0,inf,1023.0
660.72,91756.72,62658.8,155076.24,700063.89,0.0010000000000000007,0.13107,0.08958000000000003,0.22151000000000007,1.1936600000000002,1.23072,0.045657769,78.37459199999999,0.017811648000000006,82.46242599999998,1023.0
660.72,91756.72,32.0,92449.44,700063.89,0.0010000000000000007,0.13107,0.0,0.1320099999999999,0.9569099999999995,1.12155,0.092840556,75.29532500000003,0.04849825900000001,78.12499299999999,1023.0
660.72,28371.84,20487.12,49519.68,700063.89,0.0010000000000000007,0.04050999999999996,0.02925999999999995,0.07075,0.7677100000000003,1.0082200000000001,0.1763536,72.508259,0.10064613099999997,74.95010100000002,1023.0
660.72,28371.84,64.0,29096.56,700063.89,0.0010000000000000007,0.04050999999999996,0.0,0.041569999999999975,0.6735800000000002,0.9744100000000002,0.2876807700000001,70.38619800000001,0.18430981999999993,72.329436,1023.0
660.72,9005.84,96.0,9762.56,700063.89,0.0010000000000000007,0.012999999999999986,0.0,0.01400000000000001,0.4904100000000001,0.85595,1.3850133,63.56638799999999,1.1519158300000003,64.370772,1023.0
