bpp,pcqm
0.108162794,0.9823908
0.131203334,0.9842415
0.156733484,0.9854996
0.207635268,0.9870009
0.249063483,0.9880182
0.331425721,0.9893764
0.385600362,0.9899287
0.500793738,0.99073867
0.627484073,0.99167176
0.72802885,0.99227347
0.85696636,0.99274591
