bpp,pcqm
0.059369849,0.9824622
0.077889271,0.9843934
0.114558573,0.986315
0.139761459,0.9874285
0.190948553,0.9885871
0.261235781,0.9898046
0.327679753,0.99055516
0.406318671,0.99111309
0.499728781,0.99163874
0.599558395,0.99210907
0.699039582,0.99276742
0.803145346,0.99332059
