qp,num_points,Enc_positions bitstream size,Enc_positions processing time (user),Enc_colors bitstream size,Enc_colors processing time (user),Enc_Total bitstream size,Enc_Processing time (wall),Enc_Processing time (user),Dec_positions bitstream size,Dec_positions processing time (user),Dec_colors bitstream size,Dec_colors processing time (user),Dec_Total bitstream size,Dec_Processing time (wall),Dec_Processing time (user),runtime,enctime,dectime,bpp_geo,bpp_att,mseF      (p2point),"mseF,PSNR (p2point)",h.        (p2point),"h.,PSNR   (p2point)","  c[0],    F","  c[1],    F","  c[2],    F","  c[0],PSNRF","  c[1],PSNRF","  c[2],PSNRF",Y-PSNR,YUV-PSNR
22.0,1074944.65,100878.45,4.468500000000001,122799.8,6.9572,223737.9,13.887749999999997,12.20225,100878.45,1.4766,122799.8,6.154249999999999,223737.9,11.129549999999998,7.8264999999999985,25.04255,13.9004,11.142049999999998,0.7506,0.9141000000000001,0.0,inf,0.0,inf,7.242693000000001e-05,1.0015628e-05,8.5284675e-06,41.402035000000005,49.996590000000005,50.694174999999994,41.402,43.63795
28.0,1074944.65,100878.45,4.48885,59387.55,6.942250000000001,160325.65,13.762800000000002,12.2101,100878.45,1.4738,59387.55,6.11185,160325.65,11.109549999999999,7.7822499999999994,24.8966,13.774650000000003,11.121849999999998,0.7506,0.44210000000000005,0.0,inf,0.0,inf,0.00018322475,1.5052949999999998e-05,1.2825035e-05,37.37268000000001,48.226485000000004,48.92215,37.3728,40.17305000000001
34.0,1074944.65,100878.45,4.4774,25780.25,6.941449999999999,126718.35,13.7317,12.19915,100878.45,1.4937499999999997,25780.25,6.11635,126718.35,11.14705,7.8083,24.903299999999998,13.7437,11.159450000000001,0.7506,0.19190000000000002,0.0,inf,0.0,inf,0.0004370660499999999,2.2893019999999997e-05,1.9691365e-05,33.597280000000005,46.405010000000004,47.0594,33.597300000000004,36.88105
40.0,1074944.65,100878.45,4.4579499999999985,10114.15,6.933399999999999,111052.25,13.713400000000002,12.202200000000003,100878.45,1.4939000000000004,10114.15,6.13165,111052.25,11.2278,7.830299999999999,24.964999999999996,13.72505,11.239999999999998,0.7506,0.07525,0.0,inf,0.0,inf,0.000919318,3.3006410000000004e-05,2.9648509999999996e-05,30.367774999999995,44.815639999999995,45.281975,30.36775,34.03795000000001
46.0,1074944.65,100878.45,4.425300000000001,3444.2,6.897799999999999,104382.3,13.640449999999998,12.1332,100878.45,1.462,3444.2,6.05625,104382.3,11.021200000000002,7.7174499999999995,24.686549999999997,13.652750000000001,11.03375,0.7506,0.025650000000000013,0.0,inf,0.0,inf,0.001734555,4.7989960000000004e-05,4.5392394999999996e-05,27.610265,43.190434999999994,43.43278,27.61035,31.535700000000002
51.0,1074944.65,100878.45,4.43455,1313.55,6.9176,102251.65,13.646049999999999,12.140800000000002,100878.45,1.4717999999999996,1313.55,6.06975,102251.65,11.06685,7.7418999999999984,24.738799999999998,13.658800000000003,11.0798,0.7506,0.009900000000000003,0.0,inf,0.0,inf,0.0026362585,6.4712815e-05,6.3165845e-05,25.791895,41.892030000000005,41.997065000000006,25.791949999999996,29.83005
