bpp,pcqm
0.059506883,0.9826776
0.079782934,0.9854008
0.099989445,0.9877338
0.139190473,0.99000979
0.216946795,0.99160573
0.298309294,0.99248524
0.378757831,0.99314508
0.460716392,0.9936386
