bpp,pcqm
0.109962399,0.9827863
0.129888597,0.9855482
0.189182322,0.9887066
0.285745589,0.99103504
0.407130352,0.99238389
0.556404333,0.99344479
0.735768084,0.99400713
0.865572762,0.99436999
1.044740701,0.99465199
