bpp,pcqm
0.089535218,0.9838389
0.129164597,0.988433
0.148769937,0.9895945
0.189750902,0.99085658
0.248566924,0.99204122
0.308088121,0.99270575
0.34765139,0.99311427
0.398901469,0.99343647
0.445971916,0.99381741
0.517040358,0.99425783
0.593206628,0.99454148
0.687031662,0.99483246
