filedir,decdir,posQuantscale,num_points_raw,num_points,file_size,bpp,enc_time,enc_time_user,enc_time_wall,dec_time,dec_time_user,dec_time_wall,mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)",d3_psnr,d3_mse,rate
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R0_rec.ply,1.0,1009132,1009132,9545368,9.458989,13.36,11.287,13.31,7.492,4.628,7.441,0.0,inf,0.0,inf,216.3295,0.0,R0
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R1_rec.ply,0.75,1009132,1005954,8275872,8.200981,11.922,10.556,11.875,7.621,4.594,7.573,0.500816,80.0195,0.172518,84.6479,47.9926,261.1211,R1
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R2_rec.ply,0.5,1009132,999900,6475688,6.417087,10.286,8.758,10.236,5.751,3.305,5.697,1.49835,75.2602,0.549555,79.6162,42.6081,485.3661,R2
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R3_rec.ply,0.25,1009132,900662,3211248,3.182188,7.707,6.197,7.653,4.182,2.013,4.131,4.50734,70.4771,1.51518,75.2116,25.96,3299.7082,R3
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R4_rec.ply,0.125,1009132,418901,834952,0.827396,4.269,2.924,4.22,1.757,0.652,1.713,16.5216,64.8358,5.74419,69.424,15.4523,11062.6444,R4
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R5_rec.ply,0.0625,1009132,121985,172008,0.170451,2.777,1.499,2.727,0.672,0.211,0.624,64.4797,58.9221,23.6608,63.276,12.8228,14973.8,R5
./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12.ply,./output/geometry/octree21/mpeg_sparse/Shiva_00035_vox12_R6_rec.ply,0.03125,1009132,30045,38544,0.038195,2.393,1.008,2.346,0.245,0.047,0.2,256.04,52.9332,94.9012,57.2436,12.2605,15975.2734,R6
